time,counts
457,16521
458,16560
459,16592
460,16642
461,16669
462,16720
463,16767
464,16812
465,16861
466,16889
467,16930
468,16963
469,17007
470,17043
471,17078
472,17111
473,17156
474,17184
475,17214
476,17258
477,17291
478,17340
479,17377
480,17412
481,17443
482,17490
483,17524
484,17562
485,17604
486,17638
487,17677
488,17722
489,17755
490,17786
491,17815
492,17851
493,17853
494,17853
495,17853
496,17853
497,17853
498,17853
499,17853
500,17853
501,17853
502,17853
503,17853
504,17853
505,17853
506,17853
507,17853
508,17853
509,17853
510,17853
511,17853
512,17853
513,17853
514,17853
515,17853
516,17853
517,17853
518,17853
519,17853
520,17853
521,17853
522,17853
523,17853
524,17853
525,17853
526,17853
527,17853
528,17853
529,17853
530,17853
531,17853
532,17853
533,17853
534,17853
535,17853
536,17853
537,17853
538,17853
539,17853
540,17853
541,17853
542,17853
543,17853
544,17854
545,17856
546,17856
547,17858
548,17859
549,17862
550,17864
551,17867
552,17870
553,17878
554,17887
555,17896
556,17905
557,17926
558,17953
559,17964
560,17985
561,18018
562,18047
563,18086
564,18117
565,18181
566,18233
567,18319
568,18402
569,18452
570,18538
571,18619
572,18682
573,18782
574,18884
575,18970
576,19056
577,19155
578,19232
579,19305
580,19410
581,19481
582,19553
583,19623
584,19689
585,19757
586,19819
587,19887
588,19958
589,20011
590,20080
591,20149
592,20215
593,20277
594,20335
595,20392
596,20460
597,20505
598,20566
599,20611
600,20657
601,20715
602,20773
602,20774
