time,counts
455,2095
456,2096
457,2100
458,2101
459,2101
460,2104
461,2106
462,2111
463,2112
464,2115
465,2116
466,2117
467,2117
468,2120
469,2121
470,2123
471,2124
472,2126
473,2127
474,2130
475,2131
476,2133
477,2134
478,2134
479,2135
480,2135
481,2137
482,2138
483,2144
484,2144
485,2145
486,2146
487,2147
488,2147
489,2148
490,2149
491,2149
492,2156
493,2158
494,2160
495,2162
496,2163
497,2163
498,2169
499,2170
500,2172
501,2175
502,2176
503,2180
504,2181
505,2181
506,2183
507,2183
508,2186
509,2187
510,2189
511,2191
512,2196
513,2196
514,2199
515,2200
516,2203
517,2204
518,2204
519,2207
520,2210
521,2211
522,2213
523,2213
524,2213
525,2215
526,2219
527,2219
528,2221
529,2223
530,2223
531,2224
532,2226
533,2229
534,2230
535,2231
536,2232
537,2235
538,2238
539,2239
540,2240
541,2243
542,2243
543,2245
544,2247
545,2249
546,2250
547,2250
548,2254
549,2255
550,2258
551,2260
552,2261
553,2264
554,2267
555,2268
556,2268
557,2269
558,2271
559,2271
560,2272
561,2275
562,2276
563,2278
564,2282
565,2283
566,2287
567,2287
568,2292
569,2293
570,2295
571,2295
572,2297
573,2299
574,2300
575,2302
576,2304
577,2306
578,2309
579,2312
580,2314
581,2316
582,2318
583,2319
584,2323
585,2324
586,2326
587,2327
588,2328
589,2330
590,2332
591,2332
592,2335
593,2337
594,2340
595,2340
596,2341
597,2342
598,2344
599,2345
600,2347
601,2349
602,2349
603,2350
603,2351
