time,counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,1
38,1
39,2
40,3
41,4
42,8
43,15
44,21
45,22
46,27
47,31
48,33
49,35
50,41
51,45
52,51
53,57
54,64
55,67
56,72
57,73
58,77
59,82
60,86
61,89
62,93
63,97
64,102
65,110
66,113
67,116
68,124
69,130
70,135
71,142
72,145
73,152
74,155
75,161
76,168
77,173
78,180
79,184
80,191
81,195
82,201
83,205
84,206
85,209
86,218
87,226
88,230
89,235
90,238
91,240
92,244
93,248
94,250
95,255
96,260
97,264
98,269
99,271
100,276
101,277
102,280
103,281
104,284
105,287
106,292
107,295
108,299
109,304
110,308
111,310
112,315
113,317
114,320
115,323
116,328
117,330
118,336
119,340
120,345
121,346
122,351
123,352
124,357
125,363
126,366
127,370
128,373
129,376
130,379
131,382
132,385
133,391
134,393
135,394
136,399
137,404
138,409
139,411
140,418
141,423
142,426
143,429
144,432
145,440
146,442
147,443
148,447
149,448
150,454
151,458
152,459
153,462
154,468
155,473
156,473
157,480
158,484
159,485
160,487
161,488
162,491
163,494
164,502
165,504
166,505
167,508
168,512
169,516
170,518
171,522
172,525
173,529
174,532
175,537
176,541
177,542
178,545
179,547
180,553
181,554
182,555
183,562
184,562
185,565
186,568
187,571
188,572
189,574
190,581
191,587
192,589
193,598
194,601
195,605
196,610
197,614
198,615
199,618
200,620
201,625
202,632
203,637
204,641
205,642
206,644
207,646
208,647
209,649
210,651
211,655
212,657
213,659
214,664
215,671
216,672
217,677
218,681
219,684
220,689
221,691
222,697
223,702
224,705
225,707
226,708
227,713
228,717
229,720
230,726
231,731
232,735
233,739
234,744
235,747
236,751
237,757
238,758
239,760
240,766
241,771
242,776
243,778
244,779
245,780
246,784
247,786
248,792
249,797
250,804
251,811
252,813
253,816
254,820
255,822
256,825
257,828
258,831
259,834
260,837
261,840
262,842
263,843
264,845
265,850
266,852
267,856
268,858
269,862
270,865
271,867
272,872
273,874
274,875
275,875
276,877
277,879
278,881
279,888
280,893
281,895
282,899
283,904
284,909
285,913
286,915
287,920
288,924
289,930
290,933
291,934
292,936
293,939
294,945
295,949
296,954
297,957
298,960
299,962
300,962
301,968
302,972
303,975
304,978
305,981
306,983
307,991
308,993
309,998
310,1008
311,1011
312,1014
313,1016
314,1022
315,1022
316,1024
317,1027
318,1030
319,1032
320,1037
321,1039
322,1042
323,1050
324,1053
325,1060
326,1069
327,1073
328,1075
329,1076
330,1081
331,1084
332,1089
333,1092
334,1099
335,1103
336,1105
337,1108
338,1113
339,1115
340,1120
341,1121
342,1124
343,1126
344,1127
345,1130
346,1133
347,1137
348,1141
349,1143
350,1147
351,1150
352,1156
353,1159
354,1165
355,1168
356,1169
357,1170
358,1172
359,1174
360,1178
361,1182
362,1187
363,1189
364,1193
365,1194
366,1202
367,1206
368,1209
369,1212
370,1216
371,1221
372,1224
373,1227
374,1230
375,1233
376,1237
377,1238
378,1240
379,1244
380,1246
381,1248
382,1251
383,1254
384,1258
385,1263
386,1269
387,1272
388,1278
389,1284
390,1285
391,1286
392,1286
393,1287
394,1289
395,1290
396,1293
397,1297
398,1305
399,1306
400,1308
401,1313
402,1314
403,1319
404,1323
405,1327
406,1330
407,1334
408,1338
409,1342
410,1346
411,1349
412,1353
413,1355
414,1355
415,1358
416,1363
417,1364
418,1368
419,1373
420,1374
421,1377
422,1379
423,1380
424,1383
425,1388
426,1392
427,1398
428,1402
429,1404
430,1405
431,1407
432,1409
433,1412
434,1413
435,1414
436,1419
437,1419
438,1421
439,1423
440,1424
441,1425
442,1425
443,1429
444,1430
445,1433
446,1436
447,1439
448,1444
449,1447
450,1452
451,1456
452,1460
453,1465
454,1465
455,1469
456,1472
457,1476
458,1478
459,1481
460,1481
461,1484
462,1489
463,1493
464,1495
465,1499
466,1503
467,1505
468,1508
469,1511
470,1513
471,1515
472,1517
473,1517
474,1519
475,1524
476,1528
477,1533
478,1535
479,1537
480,1544
481,1550
482,1551
483,1554
484,1556
485,1558
486,1561
487,1570
488,1573
489,1577
490,1580
491,1582
492,1585
493,1587
494,1589
495,1591
496,1596
497,1596
498,1601
499,1606
500,1609
501,1612
502,1615
503,1618
504,1623
505,1626
506,1630
507,1633
508,1633
509,1635
510,1636
511,1638
512,1638
513,1639
514,1639
515,1642
516,1645
517,1650
518,1653
519,1655
520,1658
521,1662
522,1665
523,1669
524,1674
525,1675
526,1681
527,1684
528,1688
529,1691
530,1694
531,1699
532,1705
533,1707
534,1712
535,1715
536,1716
537,1717
538,1720
539,1724
540,1727
541,1729
542,1734
543,1734
544,1736
545,1739
546,1741
547,1743
548,1745
549,1748
550,1750
551,1753
552,1754
553,1757
554,1760
555,1763
556,1765
557,1767
558,1774
559,1777
560,1778
561,1781
562,1785
563,1790
564,1793
565,1796
566,1799
567,1801
568,1802
569,1807
570,1810
571,1811
572,1812
573,1813
574,1817
575,1820
576,1825
577,1828
578,1831
579,1835
580,1836
581,1840
582,1841
583,1842
584,1846
585,1849
586,1855
587,1857
588,1860
589,1866
590,1866
591,1870
592,1873
593,1879
594,1884
595,1886
596,1890
597,1890
598,1895
599,1903
600,1910
601,1912
601,1914
