time,counts
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,1
45,1
46,1
47,2
48,2
49,2
50,2
51,4
52,6
53,6
54,9
55,13
56,16
57,24
58,25
59,33
60,42
61,50
62,61
63,74
64,82
65,98
66,119
67,133
68,156
69,175
70,203
71,234
72,258
73,297
74,336
75,390
76,448
77,497
78,571
79,640
80,712
81,795
82,889
83,984
84,1088
85,1211
86,1322
87,1444
88,1600
89,1731
90,1876
91,2004
92,2185
93,2357
94,2512
95,2703
96,2858
97,3023
98,3182
99,3378
100,3557
101,3711
102,3907
103,4066
104,4255
105,4400
106,4546
107,4735
108,4906
109,5091
110,5226
111,5408
112,5583
113,5742
114,5926
115,6072
116,6250
117,6410
118,6566
119,6733
120,6886
121,7061
122,7214
123,7375
124,7541
125,7697
126,7870
127,8013
128,8171
129,8340
130,8525
131,8691
132,8850
133,8997
134,9158
135,9325
136,9499
137,9643
138,9849
139,10009
140,10185
141,10366
142,10533
143,10715
144,10872
145,11029
146,11184
147,11358
148,11555
149,11717
150,11903
151,12063
152,12225
153,12388
154,12550
155,12710
156,12861
157,13042
158,13206
159,13362
160,13540
161,13699
162,13882
163,14019
164,14193
165,14386
166,14530
167,14731
168,14888
169,15065
170,15218
171,15382
172,15560
173,15711
174,15901
175,16041
176,16216
177,16374
178,16537
179,16702
180,16712
181,16712
182,16712
183,16712
184,16712
185,16712
186,16712
187,16712
188,16712
189,16712
190,16712
191,16712
192,16712
193,16712
194,16712
195,16712
196,16712
197,16712
198,16712
199,16712
200,16712
201,16712
202,16712
203,16712
204,16712
205,16712
206,16712
207,16712
208,16712
209,16712
210,16712
211,16712
212,16712
213,16712
214,16712
215,16712
216,16712
217,16712
218,16712
219,16712
220,16712
221,16712
222,16712
223,16712
224,16712
225,16712
226,16712
227,16712
228,16712
229,16712
230,16712
231,16712
232,16712
233,16712
234,16712
235,16712
236,16712
237,16712
238,16712
239,16712
240,16712
241,16712
242,16712
243,16712
244,16712
245,16712
246,16712
247,16712
248,16712
249,16712
250,16712
251,16712
252,16712
253,16712
254,16712
255,16712
256,16712
257,16712
258,16712
259,16712
260,16712
261,16712
262,16712
263,16712
264,16712
265,16712
266,16712
267,16712
268,16712
269,16712
270,16712
271,16712
272,16712
273,16712
274,16712
275,16712
276,16712
277,16712
278,16712
279,16712
280,16712
281,16712
282,16712
283,16712
284,16712
285,16712
286,16712
287,16712
288,16712
289,16712
290,16712
291,16712
292,16712
293,16712
294,16712
295,16712
296,16712
297,16712
298,16712
299,16712
300,16712
301,16712
302,16712
303,16712
304,16712
305,16712
306,16712
307,16712
308,16712
309,16712
310,16712
311,16712
312,16712
313,16712
314,16712
315,16712
316,16712
317,16712
318,16712
319,16712
320,16712
321,16712
322,16712
323,16712
324,16712
325,16712
326,16712
327,16712
328,16712
329,16712
330,16712
331,16712
332,16712
333,16712
334,16712
335,16712
336,16712
337,16712
338,16712
339,16712
340,16712
341,16712
342,16712
343,16712
344,16712
345,16712
346,16712
347,16712
348,16712
349,16712
350,16712
351,16712
352,16712
353,16712
354,16712
355,16712
356,16712
357,16712
358,16712
359,16712
360,16712
361,16712
362,16712
363,16712
364,16712
365,16712
366,16712
367,16712
368,16712
369,16712
370,16712
371,16712
372,16712
373,16712
374,16712
375,16712
376,16712
377,16712
378,16712
379,16712
380,16712
381,16712
382,16712
383,16712
384,16712
385,16712
386,16712
387,16712
388,16712
389,16712
390,16712
391,16712
392,16712
393,16712
394,16712
395,16712
396,16712
397,16712
398,16712
399,16712
400,16712
401,16712
402,16712
403,16712
404,16712
405,16712
406,16712
407,16712
408,16712
409,16712
410,16712
411,16712
412,16712
413,16712
414,16712
415,16712
416,16712
417,16712
418,16712
419,16712
420,16712
421,16712
422,16712
423,16712
424,16712
425,16712
426,16712
427,16712
428,16712
429,16712
430,16712
431,16712
432,16712
433,16712
434,16712
435,16712
436,16712
437,16712
438,16712
439,16712
440,16712
441,16712
442,16712
