time,counts
225,24510
226,24651
227,24765
228,24880
229,25025
230,25123
231,25262
232,25381
233,25476
234,25599
235,25721
236,25813
237,25953
238,26049
239,26154
240,26274
241,26354
242,26473
243,26589
244,26687
245,26826
246,26928
247,27045
248,27164
249,27256
250,27381
251,27501
252,27596
253,27701
254,27812
255,27920
256,28030
257,28115
258,28234
259,28350
260,28469
261,28561
262,28707
263,28812
264,28926
265,29016
266,29136
267,29263
268,29371
269,29499
270,29587
271,29704
272,29816
273,29910
274,30012
275,30119
276,30229
277,30328
278,30449
279,30542
280,30648
281,30745
282,30872
283,30974
284,31094
285,31199
286,31290
287,31398
288,31526
289,31645
290,31734
291,31870
292,31967
293,32087
294,32191
295,32298
296,32418
297,32543
298,32638
299,32766
300,32874
301,32997
302,33145
303,33245
304,33346
305,33453
306,33553
307,33665
308,33773
309,33898
310,34016
311,34122
312,34251
313,34364
314,34472
315,34586
316,34695
317,34817
318,34929
319,35010
320,35129
321,35226
322,35316
323,35428
324,35545
325,35637
326,35766
327,35849
328,35961
329,36084
330,36187
331,36295
332,36412
333,36524
334,36646
335,36739
336,36858
337,36975
338,37063
339,37190
340,37320
341,37416
342,37534
343,37636
344,37757
345,37857
346,37954
347,38060
348,38187
349,38293
350,38403
351,38502
352,38617
353,38725
354,38822
355,38933
356,39049
357,39148
358,39262
359,39375
360,39496
361,39606
362,39700
363,39830
364,39936
365,40060
366,40181
367,40295
368,40403
369,40497
370,40585
371,40720
372,40833
373,40951
374,41072
375,41190
376,41316
377,41412
378,41506
379,41627
380,41752
381,41848
382,41968
383,42099
384,42196
385,42312
386,42439
387,42566
388,42672
389,42782
390,42886
391,42997
392,43079
393,43204
394,43303
395,43428
396,43580
397,43682
398,43780
399,43894
400,44006
401,44107
402,44205
403,44308
404,44406
405,44501
406,44631
407,44758
408,44866
409,44983
410,45080
411,45190
412,45314
413,45427
414,45532
415,45653
416,45756
417,45862
418,45974
419,46099
420,46218
421,46333
422,46449
423,46567
424,46672
425,46790
426,46892
427,47012
428,47128
429,47241
430,47362
431,47488
432,47596
433,47727
434,47811
435,47933
436,48034
437,48115
438,48236
439,48359
440,48466
441,48586
442,48699
443,48814
444,48935
445,49022
446,49146
447,49271
448,49359
449,49473
450,49583
451,49701
452,49808
453,49920
454,50035
455,50142
456,50282
457,50386
458,50490
459,50605
460,50709
461,50812
462,50941
463,51063
464,51163
465,51277
466,51387
467,51509
468,51625
469,51732
470,51839
471,51957
472,52045
473,52162
474,52276
475,52386
476,52505
477,52599
478,52709
479,52817
480,52920
481,53037
482,53119
483,53218
484,53339
485,53437
486,53543
487,53662
488,53746
489,53850
490,53958
491,54064
492,54204
493,54300
494,54416
495,54533
496,54631
497,54747
498,54865
499,54958
500,55065
501,55155
502,55263
503,55391
504,55483
505,55596
506,55708
507,55804
508,55912
509,56003
510,56141
511,56250
512,56360
513,56468
514,56594
515,56699
516,56814
517,56918
518,57052
519,57169
520,57257
521,57353
522,57459
523,57565
524,57670
525,57762
526,57885
527,57996
528,58091
529,58195
530,58304
531,58400
532,58518
533,58617
534,58730
535,58851
536,58973
537,59085
538,59196
539,59280
540,59390
541,59480
542,59610
543,59717
544,59819
545,59937
546,60041
547,60131
548,60229
549,60336
550,60423
551,60546
552,60655
553,60780
554,60893
555,61009
556,61140
557,61237
558,61358
559,61468
560,61557
561,61658
562,61763
563,61857
564,61937
565,62076
566,62165
567,62269
568,62380
569,62473
570,62588
571,62703
572,62811
573,62904
574,62999
575,63116
576,63228
577,63329
578,63443
579,63539
580,63651
581,63754
582,63836
583,63942
584,64061
585,64156
586,64258
587,64357
588,64478
589,64585
590,64672
591,64781
592,64894
593,65003
594,65113
595,65214
596,65330
597,65434
598,65526
599,65644
600,65763
601,65860
602,65982
603,66099
603,66158
